Source Category,URL,Title,Product Code,Brand,Dimensions (HxDia),Discharge Range,Discharge Time,Operating Temperature,Working Pressure,Weight,Product Datasheets,Image File,Alternative Product Codes,Storage Temperature,Warranty,Capacity,Discharge Range (min),Extinguisher Agent,Dielectrical Test,1 unit,2+ units,5+ units,Dimensions (HxWxDia),Temperature Range,Operating Pressure,Dimensions (HxWxD),Extinguisher ID Sign,Approvals,Extinguisher Contents,Dimensions,Empty Weight,Fire Rating,Hose Length,Maximum Allowable Pressure,Test Pressure,Extinguisher Rating,Manufacturer Part Number,Minimum Burst Pressure,Weight (inc. Cylinder),Kit Contents,Component,"""First Aid in an Emergency"" booklet",Cleansing Wipes,Waterproof Low Allergy Plasters – Pk 10,Disposable Non-Sterile Triangular Bandage 90 x 90 x130cm,HSE Medium Dressing – 12 x 12cm,HSE Large Dressing – 18 x 18cm,SJS Nitrile Powder Free Gloves (pair) – Medium,St. John Ambulance Finger Dressing,Extinguisher Ratings,Case Dimensions (HxWxD),Weave,Dimensions (HxW),Space volume suitable for,Back-Up Battery,Input Voltage,Relative Humidity,Activation Alerts,Detection,Extinguishing Agent,Fire Control Area,Fire Suppression Area,Installation Time,Legionella Control,External Dimensions (HxWxD),Internal Dimensions (HxWxD),Number of Fire Resistant Pads,Battery Suitability,Fabric Weight,Fire Type Suitability,Independent Testing,Internal Exposure Test,Lifespan,Material,Maximum Temperature,PFAS-Free,Certification,Number of Sockets,Door Swing,Handle Depth,Shelves,Construction,Dimensions (HxL),Item,Waterproof Low Allergy Plasters - Pk 10,HSE Medium Dressing - 12 x 12cm,HSE Large Dressing - 18 x 18cm,SJS Nitrile Powder Free Gloves (pair) - Medium,Medium Dressing 12x12cm,Traumafix Dressing 10x18cm,Low-Adherent Dressing 7.5x7.5cm,Triangular Bandage,Washproof Plasters (assorted) 10pk,Sterile Moist Cleansing Wipes 10pk,Nitrile Powder Free Gloves (pair),Revive-aid (Resuscitation mask with valve),Disposable Heat Retaining Foil Blanket,Burnshield® Burns Dressing 10x10cm,Tuff-Kut Scissors,"""First Aid in an Emergency"" Booklet",Burnshield® Burn Blott sachets (3.5g),Sterile Cleansing Wipes,HSE Medium Dressing (12 x 12cm),HSE Large Dressing (18 x 18cm),Resuscitation Face Shield,Green Plastic Tweezers,Microporous Tape (1.25cm x 10m),No. 16 Sterile Eye Pad Dressing,Non-Sterile Triangular Bandage (90 x 90 x 130cm),Eye Wash Phials (20ml),Dimensions (L),Max. Extinguisher Dimensions,Suitability,Recyclable
Foam Extinguishers,https://www.safelincs.co.uk/britannia-6ltr-foam/,P50 Service-Free 6ltr Foam Fire Extinguisher,"Foam Fire Extinguisher:  BEFW6FAS

Foam Fire Extinguisher With Anti-Freeze:  BEFW6FAFAS",Britannia Fire,570 x 178mm,,40 sec,"AFFF Foam: 5 to 60°C

AFFF Foam with anti-freeze: -5 to 60°C",12 bar at 20°C,8.50kg,"MSDS-Foam-P50
P50 6ltr Foam Datasheet
P50-Product-Sheet",P50 ServiceFree 6ltr Foam Fire Extinguisher.jpg,,,,6 litre,4 metres,AFFF Foam,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-6ltr-foam/,P50 Service-Free 6ltr Foam Fire Extinguisher,"Foam Fire Extinguisher:  BEFW6FAS

Foam Fire Extinguisher With Anti-Freeze:  BEFW6FAFAS",Britannia Fire,570 x 178mm,,40 sec,"AFFF Foam: 5 to 60°C

AFFF Foam with anti-freeze: -5 to 60°C",12 bar at 20°C,8.50kg,"MSDS-Foam-P50
P50 6ltr Foam Datasheet
P50-Product-Sheet",P50 ServiceFree 6ltr Foam Fire Extinguisher.jpg,,,,6 litre,4 metres,AFFF Foam,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-p50-6ltr-water-mist/,P50 Service-Free 6ltr Water Mist Fire Extinguisher,BEFW6WMAS,Britannia Fire,570 x 178mm,,,+5°C to +60°C,12 bar at 20°C,8.50kg,P50 Water Mist Service-Free Fire Extinguisher Datasheet,P50 ServiceFree 6ltr Water Mist Fire Extinguisher.jpg,BEFW6WM,,,6ltr,,Water Mist,,"£191.39 inc VAT

£159.49 ex VAT","£187.56 inc VAT

£156.30 ex VAT","£181.82 inc VAT

£151.52 ex VAT",,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1673,P50 Service-Free 6ltr Foam Fire Extinguisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-6ltr-foam/,P50 Service-Free 6ltr Foam Fire Extinguisher,"Foam Fire Extinguisher:  BEFW6FAS

Foam Fire Extinguisher With Anti-Freeze:  BEFW6FAFAS",Britannia Fire,570 x 178mm,,40 sec,"AFFF Foam: 5 to 60°C

AFFF Foam with anti-freeze: -5 to 60°C",12 bar at 20°C,8.50kg,"MSDS-Foam-P50
P50 6ltr Foam Datasheet
P50-Product-Sheet",P50 ServiceFree 6ltr Foam Fire Extinguisher.jpg,,,,6 litre,4 metres,AFFF Foam,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-6ltr-foam-p50-black-edition/,Save Over 50% on Your Annual Fire Extinguisher Servicing Costs,,,,,,,,,,Save Over 50 on Your Annual Fire Extinguisher Servicing Costs.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-6ltr-foam-p50-black-edition/,Save Over 50% on Your Annual Fire Extinguisher Servicing Costs,,,,,,,,,,Save Over 50 on Your Annual Fire Extinguisher Servicing Costs.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-p50-6ltr-water-mist/,P50 Service-Free 6ltr Water Mist Fire Extinguisher,BEFW6WMAS,Britannia Fire,570 x 178mm,,,+5°C to +60°C,12 bar at 20°C,8.50kg,P50 Water Mist Service-Free Fire Extinguisher Datasheet,P50 ServiceFree 6ltr Water Mist Fire Extinguisher.jpg,BEFW6WM,,,6ltr,,Water Mist,,"£191.39 inc VAT

£159.49 ex VAT","£187.56 inc VAT

£156.30 ex VAT","£181.82 inc VAT

£151.52 ex VAT",,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5232,P50 Service-Free 6ltr Foam Fire Extinguisher - Black Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-6ltr-foam-p50-black-edition/,Save Over 50% on Your Annual Fire Extinguisher Servicing Costs,,,,,,,,,,Save Over 50 on Your Annual Fire Extinguisher Servicing Costs.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-p50-9ltr-foam/,P50 Service-Free 9ltr Foam Fire Extinguisher,BEFW9FAS,Britannia Fire,640 x 210mm,,49 sec,+5 to +60°C,12 bar at 20°C,11.70kg,"MSDS-Foam-P50
P50 9ltr Foam Datasheet
P50-Product-Sheet",P50 ServiceFree 9ltr Foam Fire Extinguisher.jpg,,,,9 litre,7 metres,AFFF Foam,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-p50-9ltr-foam/,P50 Service-Free 9ltr Foam Fire Extinguisher,BEFW9FAS,Britannia Fire,640 x 210mm,,49 sec,+5 to +60°C,12 bar at 20°C,11.70kg,"MSDS-Foam-P50
P50 9ltr Foam Datasheet
P50-Product-Sheet",P50 ServiceFree 9ltr Foam Fire Extinguisher.jpg,,,,9 litre,7 metres,AFFF Foam,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-6ltr-fluoro-free-b-foam/,P50 Fluorine-Free B-Foam Service-Free Fire Extinguisher,BEFW6EFBAS,Britannia Fire,570 x 178mm,,,+5 °C to +60 °C,,8.50kg,P50 B-Foam Fluorine-Free Service-Free Fire Extinguisher Datasheet.pdf,P50 FluorineFree BFoam ServiceFree Fire Extinguisher.jpg,,,,6ltr,,,,"£231.71 inc VAT

£193.09 ex VAT","£227.08 inc VAT

£189.23 ex VAT","£220.13 inc VAT

£183.44 ex VAT",,,12 bar at 20 °C,,,,,,,,,,,"27A, 144B, 25F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=3728,P50 Service-Free 9ltr Foam Fire Extinguisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/britannia-p50-9ltr-foam/,P50 Service-Free 9ltr Foam Fire Extinguisher,BEFW9FAS,Britannia Fire,640 x 210mm,,49 sec,+5 to +60°C,12 bar at 20°C,11.70kg,"MSDS-Foam-P50
P50 9ltr Foam Datasheet
P50-Product-Sheet",P50 ServiceFree 9ltr Foam Fire Extinguisher.jpg,,,,9 litre,7 metres,AFFF Foam,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/6ltr-foam-and-2kg-co2-fire-extinguisher-special-offer/,6ltr Foam & 2kg CO2 Fire Extinguisher Special Offer,UFSF6CO2,UltraFire,6ltr Foam: 520 x 161mm2kg CO2: 475 x 104mm,,6ltr Foam: 19 seconds2kg CO2: 10 seconds,2ltr Foam: 5°C to 60°C2kg CO2: 5°C to 60°C,6ltr Foam: 12 bar at 20 °C2kg CO2: 55 bar at 20°C,15.41kg,"UltraFire AFFF Foam Datasheet
            
              
  
  

UltraFire CO2 Datasheet
            
              
  
  

UltraFire CO2 MSDS
            
              
  
  

UltraFire Foam COSHH",6ltr Foam  2kg CO2 Fire Extinguisher Special Offer.jpg,,,,,6ltr Foam: 6 metres2kg CO2: 4 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/6ltr-foam-and-2kg-co2-fire-extinguisher-special-offer/,6ltr Foam & 2kg CO2 Fire Extinguisher Special Offer,UFSF6CO2,UltraFire,6ltr Foam: 520 x 161mm2kg CO2: 475 x 104mm,,6ltr Foam: 19 seconds2kg CO2: 10 seconds,2ltr Foam: 5°C to 60°C2kg CO2: 5°C to 60°C,6ltr Foam: 12 bar at 20 °C2kg CO2: 55 bar at 20°C,15.41kg,"UltraFire AFFF Foam Datasheet
            
              
  
  

UltraFire CO2 Datasheet
            
              
  
  

UltraFire CO2 MSDS
            
              
  
  

UltraFire Foam COSHH",6ltr Foam  2kg CO2 Fire Extinguisher Special Offer.jpg,,,,,6ltr Foam: 6 metres2kg CO2: 4 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/9ltr-water-2kg-co2-special-offer/,9ltr Water & 2kg CO2 Fire Extinguisher Special Offer,UFSW9CO2,UltraFire,9ltr Water: 580 x 183mm2kg CO2: 517 x 104mm,9ltr Water: 5-6 metres2kg CO2: 4-5 metres,9ltr Water: 55 seconds2kg CO2: 10 seconds,9ltr Water: 5°C to 60°C2kg CO2: 5°C to 60°C,9ltr Water: 12 bar at 20 °C2kg CO2: 55 bar at 20°C,18.30kg,"UltraFire CO2 Extinguishers MSDS V3.1
            
              
  
  

UltraFire CO2 Fire Extinguishers Datasheet V1.3
            
              
  
  

UltraFire Water Fire Extinguishers Datasheet V1.5",9ltr Water  2kg CO2 Fire Extinguisher Special Offer.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=3032,6ltr Foam & 2kg CO2 Fire Extinguisher Special Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/6ltr-foam-and-2kg-co2-fire-extinguisher-special-offer/,6ltr Foam & 2kg CO2 Fire Extinguisher Special Offer,UFSF6CO2,UltraFire,6ltr Foam: 520 x 161mm2kg CO2: 475 x 104mm,,6ltr Foam: 19 seconds2kg CO2: 10 seconds,2ltr Foam: 5°C to 60°C2kg CO2: 5°C to 60°C,6ltr Foam: 12 bar at 20 °C2kg CO2: 55 bar at 20°C,15.41kg,"UltraFire AFFF Foam Datasheet
            
              
  
  

UltraFire CO2 Datasheet
            
              
  
  

UltraFire CO2 MSDS
            
              
  
  

UltraFire Foam COSHH",6ltr Foam  2kg CO2 Fire Extinguisher Special Offer.jpg,,,,,6ltr Foam: 6 metres2kg CO2: 4 metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/6ltr-foam-2kg-co2-and-double-stand-special-offer/,"6ltr Foam, 2kg CO2 Fire Extinguisher & Double Stand Special Offer",UFSF6CO2STD,UltraFire,6ltr Foam: 520 x 181mm2kg CO2: 475 x 104mm,,6ltr Foam: 19 seconds2kg CO2: 10 seconds,6ltr Foam: 5°C to 60°C2kg CO2: 5°C to 60°C,6ltr Foam: 12 bar at 20 °C2kg CO2: 55 bar at 20°C,17.60kg,"UltraFire AFFF Foam Extinguishers MSDS
            
              
  
  

UltraFire AFFF Foam Fire Extinguishers Technical Datasheet
            
              
  
  

UltraFire CO2 Datasheet
            
              
  
  

UltraFire CO2 MSDS",6ltr Foam 2kg CO2 Fire Extinguisher  Double Stand Special Offer.jpg,,,,,6ltr Foam: 6 metres2kg CO2: 4 metres,,,,,,,,,Double Stand: 735 x 540 x 275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/6ltr-foam-2kg-co2-and-double-stand-special-offer/,"6ltr Foam, 2kg CO2 Fire Extinguisher & Double Stand Special Offer",UFSF6CO2STD,UltraFire,6ltr Foam: 520 x 181mm2kg CO2: 475 x 104mm,,6ltr Foam: 19 seconds2kg CO2: 10 seconds,6ltr Foam: 5°C to 60°C2kg CO2: 5°C to 60°C,6ltr Foam: 12 bar at 20 °C2kg CO2: 55 bar at 20°C,17.60kg,"UltraFire AFFF Foam Extinguishers MSDS
            
              
  
  

UltraFire AFFF Foam Fire Extinguishers Technical Datasheet
            
              
  
  

UltraFire CO2 Datasheet
            
              
  
  

UltraFire CO2 MSDS",6ltr Foam 2kg CO2 Fire Extinguisher  Double Stand Special Offer.jpg,,,,,6ltr Foam: 6 metres2kg CO2: 4 metres,,,,,,,,,Double Stand: 735 x 540 x 275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/6kg-powder-2kg-co2-and-double-extinguisher-stand-special-offer/,"6kg Powder, 2kg CO2 Fire Extinguisher & Double Stand Special Offer",UFSP6CO2STD,UltraFire,,,6kg Powder: 19 seconds2kg CO2: 10 seconds,,6kg Powder: 14 bar at 20 °C2kg CO2: 55 bar at 20°C,16.40kg,"UltraFire CO2 Extinguishers MSDS V3.1
            
              
  
  

UltraFire CO2 Fire Extinguishers Datasheet V1.3
            
              
  
  

UltraFire Powder Extinguishers Datasheet V1.4
            
              
  
  

UltraFire Powder Extinguishers Type B MSDS V3.1",6kg Powder 2kg CO2 Fire Extinguisher  Double Stand Special Offer.jpg,,,5 years,,6kg Powder: 6 metres2kg CO2: 4 metres,,,,,,6kg Powder: 520 x 161 x 181mm2kg CO2: 475 x 175 x 104mm,,,Double Stand: 735 x 540 x 275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=3419,"6ltr Foam, 2kg CO2 Fire Extinguisher & Double Stand Special Offer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/6ltr-foam-2kg-co2-and-double-stand-special-offer/,"6ltr Foam, 2kg CO2 Fire Extinguisher & Double Stand Special Offer",UFSF6CO2STD,UltraFire,6ltr Foam: 520 x 181mm2kg CO2: 475 x 104mm,,6ltr Foam: 19 seconds2kg CO2: 10 seconds,6ltr Foam: 5°C to 60°C2kg CO2: 5°C to 60°C,6ltr Foam: 12 bar at 20 °C2kg CO2: 55 bar at 20°C,17.60kg,"UltraFire AFFF Foam Extinguishers MSDS
            
              
  
  

UltraFire AFFF Foam Fire Extinguishers Technical Datasheet
            
              
  
  

UltraFire CO2 Datasheet
            
              
  
  

UltraFire CO2 MSDS",6ltr Foam 2kg CO2 Fire Extinguisher  Double Stand Special Offer.jpg,,,,,6ltr Foam: 6 metres2kg CO2: 4 metres,,,,,,,,,Double Stand: 735 x 540 x 275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/1ltr-foam-fire-extinguisher-jewel/,1ltr Foam Fire Extinguisher - Jewel Fire Group,JWSFFEX1J,Jewel Fire Group,,,10 sec.,5°C to 60°C,12 BAR at 20 °C,2.00kg,Jewel-Foam-Extinguishers-Datasheet,1ltr Foam Fire Extinguisher  Jewel Fire Group.jpg,,,,1ltr,4 metres,AFFF Foam,,,,,340x119x85mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/1ltr-foam-fire-extinguisher-jewel/,1ltr Foam Fire Extinguisher - Jewel Fire Group,JWSFFEX1J,Jewel Fire Group,,,10 sec.,5°C to 60°C,12 BAR at 20 °C,2.00kg,Jewel-Foam-Extinguishers-Datasheet,1ltr Foam Fire Extinguisher  Jewel Fire Group.jpg,,,,1ltr,4 metres,AFFF Foam,,,,,340x119x85mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=4593,1ltr Foam Fire Extinguisher - Jewel Fire Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/1ltr-foam-fire-extinguisher-jewel/,1ltr Foam Fire Extinguisher - Jewel Fire Group,JWSFFEX1J,Jewel Fire Group,,,10 sec.,5°C to 60°C,12 BAR at 20 °C,2.00kg,Jewel-Foam-Extinguishers-Datasheet,1ltr Foam Fire Extinguisher  Jewel Fire Group.jpg,,,,1ltr,4 metres,AFFF Foam,,,,,340x119x85mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/ultrafire-2ltr-afff-foam-fire-extinguisher/,2ltr Foam Fire Extinguisher - UltraFire,UFSF2-DF,UltraFire,395 x 110mm,,10 seconds,+5°C to +60°C,12 bar,3.60kg,"UltraFire AFFF Foam Extinguishers MSDS
            
              
  
  

UltraFire AFFF Foam Fire Extinguishers Technical Datasheet",2ltr Foam Fire Extinguisher  UltraFire.jpg,"JWSFFEX2S, 2FXU",,,2 litre,5 metres,AFFF Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/ultrafire-2ltr-afff-foam-fire-extinguisher/,2ltr Foam Fire Extinguisher - UltraFire,UFSF2-DF,UltraFire,395 x 110mm,,10 seconds,+5°C to +60°C,12 bar,3.60kg,"UltraFire AFFF Foam Extinguishers MSDS
            
              
  
  

UltraFire AFFF Foam Fire Extinguishers Technical Datasheet",2ltr Foam Fire Extinguisher  UltraFire.jpg,"JWSFFEX2S, 2FXU",,,2 litre,5 metres,AFFF Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1219,2ltr Foam Fire Extinguisher - UltraFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/ultrafire-2ltr-afff-foam-fire-extinguisher/,2ltr Foam Fire Extinguisher - UltraFire,UFSF2-DF,UltraFire,395 x 110mm,,10 seconds,+5°C to +60°C,12 bar,3.60kg,"UltraFire AFFF Foam Extinguishers MSDS
            
              
  
  

UltraFire AFFF Foam Fire Extinguishers Technical Datasheet",2ltr Foam Fire Extinguisher  UltraFire.jpg,"JWSFFEX2S, 2FXU",,,2 litre,5 metres,AFFF Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/3ltr-foam-fire-extinguisher-jewel-fire-group/,3ltr Foam Fire Extinguisher - Jewel Fire Group,JWSFFEX3J,Jewel Fire Group,480 x 140mm,,14 sec,5°C to 60°C,12 bar,5.50kg,"Jewel Fire Group - Extinguisher Datasheet - Foam
            
              
  
  

Jewel Foam Extinguisher MSDS",3ltr Foam Fire Extinguisher  Jewel Fire Group.jpg,,,,3 litre,6 metre,AFFF Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/3ltr-foam-fire-extinguisher-jewel-fire-group/,3ltr Foam Fire Extinguisher - Jewel Fire Group,JWSFFEX3J,Jewel Fire Group,480 x 140mm,,14 sec,5°C to 60°C,12 bar,5.50kg,"Jewel Fire Group - Extinguisher Datasheet - Foam
            
              
  
  

Jewel Foam Extinguisher MSDS",3ltr Foam Fire Extinguisher  Jewel Fire Group.jpg,,,,3 litre,6 metre,AFFF Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/2kg-abc-dry-powder-fire-extinguisher-ultrafire/,2kg Powder Fire Extinguisher - UltraFire,UFSP2,UltraFire,390 x 110mm,,>9 sec.,,14 bar,3.80kg,"UltraFire Powder Extinguishers Type A MSDS V1.0
            
              
  
  

ultrafire-powder-fire-extinguisher-datasheet-v1.5",2kg Powder Fire Extinguisher  UltraFire.jpg,,,,2kg,2m,ABC Dry Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1192,3ltr Foam Fire Extinguisher - Jewel Fire Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foam Extinguishers,https://www.safelincs.co.uk/3ltr-foam-fire-extinguisher-jewel-fire-group/,3ltr Foam Fire Extinguisher - Jewel Fire Group,JWSFFEX3J,Jewel Fire Group,480 x 140mm,,14 sec,5°C to 60°C,12 bar,5.50kg,"Jewel Fire Group - Extinguisher Datasheet - Foam
            
              
  
  

Jewel Foam Extinguisher MSDS",3ltr Foam Fire Extinguisher  Jewel Fire Group.jpg,,,,3 litre,6 metre,AFFF Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
